Card Name,Front Face Name,Color,Color Code,Color Identity,Mana Cost,Mana Value,Rarity,Card Type,Cast Bucket,Required Colors,Hybrid Colors,Archetype Size Min,Archetypes,J2SJosh Rating,Rating Note,Second Half,Second Half Cost,Layout,Scryfall URL,Image URL,Collector Number
"Emrakul, the Exigent Doom","Emrakul, the Exigent Doom",Colorless,C,C,{10},10,Mythic,Legendary Creature — Eldrazi,Colorless,,,0,|White||Blue||Black||Red||Green||White/Blue||White/Black||White/Red||White/Green||Blue/Black||Blue/Red||Blue/Green||Black/Red||Black/Green||Red/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137,1
Murmuring Volume,Murmuring Volume,Colorless,C,C,{3},3,Common,Artifact — Book,Colorless,,,0,|White||Blue||Black||Red||Green||White/Blue||White/Black||White/Red||White/Green||Blue/Black||Blue/Red||Blue/Green||Black/Red||Black/Green||Red/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/174/murmuring-volume,https://cards.scryfall.io/normal/front/d/6/d68eab2e-89dd-4377-b7af-01512b1804a0.jpg?1789385977,174
Dedicated Commons,Dedicated Commons,Colorless,C,WR,,0,Common,Land,Gold White/Red,WR,,2,|White/Red||White/Blue/Red||White/Black/Red||White/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,Group rating for 'Planeswalker Lands',,,normal,https://scryfall.com/card/fra/175/dedicated-commons,https://cards.scryfall.io/normal/front/3/2/3223e5db-5cc4-42f9-ae9e-ff58abc7c390.jpg?1789556950,175
Deserted Beach,Deserted Beach,Colorless,C,WU,,0,Rare,Land,Gold White/Blue,WU,,2,|White/Blue||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Blue/Black/Red/Green|,3.0,Group rating for 'Rare Slow Lands',,,normal,https://scryfall.com/card/fra/176/deserted-beach,https://cards.scryfall.io/normal/front/5/6/56dae4c4-3e71-4a32-979b-4e26d9c9e96c.jpg?1788878239,176
Fatehold Annex,Fatehold Annex,Colorless,C,WU,,0,Common,Land,Gold White/Blue,WU,,2,|White/Blue||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Blue/Black/Red/Green|,2.5,Group rating for 'Planeswalker Lands',,,normal,https://scryfall.com/card/fra/177/fatehold-annex,https://cards.scryfall.io/normal/front/5/1/5140f962-62f3-40fd-a322-44896c7e2613.jpg?1789556955,177
Formidable Commons,Formidable Commons,Colorless,C,BG,,0,Common,Land,Gold Black/Green,BG,,2,|Black/Green||White/Black/Green||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,Group rating for 'Planeswalker Lands',,,normal,https://scryfall.com/card/fra/178/formidable-commons,https://cards.scryfall.io/normal/front/e/6/e6ca6c3e-f145-42d6-8a17-90770c15afaf.jpg?1789556960,178
Hall of Echoes,Hall of Echoes,Colorless,C,C,,0,Rare,Land,Colorless,,,0,|White||Blue||Black||Red||Green||White/Blue||White/Black||White/Red||White/Green||Blue/Black||Blue/Red||Blue/Green||Black/Red||Black/Green||Red/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/179/hall-of-echoes,https://cards.scryfall.io/normal/front/4/a/4a771010-b397-4849-ac9b-08e4dd5d6a72.jpg?1789644859,179
Haunted Ridge,Haunted Ridge,Colorless,C,BR,,0,Rare,Land,Gold Black/Red,BR,,2,|Black/Red||White/Black/Red||Blue/Black/Red||Black/Red/Green||White/Blue/Black/Red||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,Group rating for 'Rare Slow Lands',,,normal,https://scryfall.com/card/fra/180/haunted-ridge,https://cards.scryfall.io/normal/front/a/4/a4e4966b-8963-4fac-a8bf-e778e063c7dd.jpg?1788878241,180
Hexhaven Dueling Arena,Hexhaven Dueling Arena,Colorless,C,C,,0,Uncommon,Land,Colorless,,,0,|White||Blue||Black||Red||Green||White/Blue||White/Black||White/Red||White/Green||Blue/Black||Blue/Red||Blue/Green||Black/Red||Black/Green||Red/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/181/hexhaven-dueling-arena,https://cards.scryfall.io/normal/front/9/1/9128ce00-6744-4d36-bfbe-ef75d78110b0.jpg?1789556985,181
Innovative Commons,Innovative Commons,Colorless,C,UR,,0,Common,Land,Gold Blue/Red,UR,,2,|Blue/Red||White/Blue/Red||Blue/Black/Red||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,Group rating for 'Planeswalker Lands',,,normal,https://scryfall.com/card/fra/182/innovative-commons,https://cards.scryfall.io/normal/front/8/4/84ea799a-faa2-4ff1-a933-432d4ee31a3b.jpg?1789556991,182
Konstrari Annex,Konstrari Annex,Colorless,C,RG,,0,Common,Land,Gold Red/Green,RG,,2,|Red/Green||White/Red/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,Group rating for 'Planeswalker Lands',,,normal,https://scryfall.com/card/fra/183/konstrari-annex,https://cards.scryfall.io/normal/front/3/9/39c805e3-82cd-42a9-80fe-8d81712a94ea.jpg?1789556993,183
Meticulous Commons,Meticulous Commons,Colorless,C,WB,,0,Common,Land,Gold White/Black,WB,,2,|White/Black||White/Blue/Black||White/Black/Red||White/Black/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,Group rating for 'Planeswalker Lands',,,normal,https://scryfall.com/card/fra/184/meticulous-commons,https://cards.scryfall.io/normal/front/9/3/93ac525e-1919-43dd-aba4-073b7e4c1768.jpg?1789557002,184
Overgrown Farmland,Overgrown Farmland,Colorless,C,WG,,0,Rare,Land,Gold White/Green,WG,,2,|White/Green||White/Blue/Green||White/Black/Green||White/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,Group rating for 'Rare Slow Lands',,,normal,https://scryfall.com/card/fra/185/overgrown-farmland,https://cards.scryfall.io/normal/front/1/7/178e61e4-472f-42cd-9d3b-4880c2acc527.jpg?1788878246,185
Rockfall Vale,Rockfall Vale,Colorless,C,RG,,0,Rare,Land,Gold Red/Green,RG,,2,|Red/Green||White/Red/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,Group rating for 'Rare Slow Lands',,,normal,https://scryfall.com/card/fra/186/rockfall-vale,https://cards.scryfall.io/normal/front/e/3/e3c8a8b6-23ba-45ad-80d1-8e2dc79897f7.jpg?1788878243,186
Roiling Canopy,Roiling Canopy,Colorless,C,G,,0,Rare,Land,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,0.5,,,,normal,https://scryfall.com/card/fra/187/roiling-canopy,https://cards.scryfall.io/normal/front/d/b/db61361b-bd12-453e-abc2-bbe09b66e3d9.jpg?1789514074,187
Room of Refuge,Room of Refuge,Colorless,C,C,,0,Common,Land,Colorless,,,0,|White||Blue||Black||Red||Green||White/Blue||White/Black||White/Red||White/Green||Blue/Black||Blue/Red||Blue/Green||Black/Red||Black/Green||Red/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/188/room-of-refuge,https://cards.scryfall.io/normal/front/9/a/9a467560-6676-4fc2-9400-768a79650aa4.jpg?1789557010,188
Shipwreck Marsh,Shipwreck Marsh,Colorless,C,UB,,0,Rare,Land,Gold Blue/Black,UB,,2,|Blue/Black||White/Blue/Black||Blue/Black/Red||Blue/Black/Green||White/Blue/Black/Red||White/Blue/Black/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,Group rating for 'Rare Slow Lands',,,normal,https://scryfall.com/card/fra/189/shipwreck-marsh,https://cards.scryfall.io/normal/front/9/e/9e944c5b-68ac-4a30-bbd4-09a4288319ce.jpg?1788878245,189
Stingerquill Annex,Stingerquill Annex,Colorless,C,BR,,0,Common,Land,Gold Black/Red,BR,,2,|Black/Red||White/Black/Red||Blue/Black/Red||Black/Red/Green||White/Blue/Black/Red||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,Group rating for 'Planeswalker Lands',,,normal,https://scryfall.com/card/fra/190/stingerquill-annex,https://cards.scryfall.io/normal/front/6/e/6ede3143-69ac-4cbe-922a-d25b07c26da7.jpg?1789557046,190
Theorist's Sanctum,Theorist's Sanctum,Colorless,C,U,,0,Rare,Land — Island,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.5,,,,normal,https://scryfall.com/card/fra/191/theorists-sanctum,https://cards.scryfall.io/normal/front/2/2/22db5bba-46c9-4a26-821d-303ddb386ea4.jpg?1788878256,191
Theorix Annex,Theorix Annex,Colorless,C,UB,,0,Common,Land,Gold Blue/Black,UB,,2,|Blue/Black||White/Blue/Black||Blue/Black/Red||Blue/Black/Green||White/Blue/Black/Red||White/Blue/Black/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,Group rating for 'Planeswalker Lands',,,normal,https://scryfall.com/card/fra/192/theorix-annex,https://cards.scryfall.io/normal/front/9/7/97bbbd23-ecb1-4407-ac14-dede08532a1e.jpg?1789557008,192
Transformative Commons,Transformative Commons,Colorless,C,UG,,0,Common,Land,Gold Blue/Green,UG,,2,|Blue/Green||White/Blue/Green||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,Group rating for 'Planeswalker Lands',,,normal,https://scryfall.com/card/fra/193/transformative-commons,https://cards.scryfall.io/normal/front/b/5/b57d5be7-3157-4b49-aeb8-d7368ca7e9dd.jpg?1789557014,193
Vigorbloom Annex,Vigorbloom Annex,Colorless,C,WG,,0,Common,Land,Gold White/Green,WG,,2,|White/Green||White/Blue/Green||White/Black/Green||White/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,Group rating for 'Planeswalker Lands',,,normal,https://scryfall.com/card/fra/194/vigorbloom-annex,https://cards.scryfall.io/normal/front/d/b/db8c7bdd-76cd-4be0-ae0d-d430e9a5fe7a.jpg?1789557019,194
Ajani Resolute,Ajani Resolute,White,W,W,{1}{W},2,Mythic,Legendary Planeswalker — Ajani,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,3.5,,,,normal,https://scryfall.com/card/fra/195/ajani-resolute,https://cards.scryfall.io/normal/front/a/5/a5e1a7dd-8c49-4435-935c-bcc78704082b.jpg?1788329189,195
"Danitha, Sword of Hope","Danitha, Sword of Hope",White,W,W,{2}{W},3,Uncommon,Legendary Creature — Human Knight,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/196/danitha-sword-of-hope,https://cards.scryfall.io/normal/front/d/5/d5cb9810-3c2d-4ae4-b8b6-0155ca3f47ad.jpg?1789127178,196
Ghalta the Immovable,Ghalta the Immovable,White,W,W,{8}{W},9,Uncommon,Legendary Creature — Elder Dinosaur,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/197/ghalta-the-immovable,https://cards.scryfall.io/normal/front/a/9/a9f3aa55-908f-42db-8135-4201433df850.jpg?1789014423,197
Gideon's Memorial,Gideon's Memorial,White,W,W,{1}{W},2,Rare,Legendary Artifact,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/198/gideons-memorial,https://cards.scryfall.io/normal/front/7/6/768c0e64-9907-417a-a763-c836fdf36883.jpg?1789127685,198
Koth of the Homestead,Koth of the Homestead,White,W,W,{2}{W},3,Uncommon,Legendary Creature — Human Citizen,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,3.5,,,,normal,https://scryfall.com/card/fra/199/koth-of-the-homestead,https://cards.scryfall.io/normal/front/9/2/920703fd-2a2f-454b-8829-af8f2afda4f4.jpg?1789568532,199
Liliana the Faultless,Liliana the Faultless,White,W,W,{W},1,Rare,Legendary Creature — Human Cleric,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,4.0,,,,normal,https://scryfall.com/card/fra/200/liliana-the-faultless,https://cards.scryfall.io/normal/front/7/0/70d8c400-87dc-4f15-808f-e54a95d779fc.jpg?1788329194,200
"Lyra, Archangel of Dawn","Lyra, Archangel of Dawn",White,W,W,{2}{W},3,Rare,Legendary Creature — Angel Knight,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,3.5,,,,normal,https://scryfall.com/card/fra/201/lyra-archangel-of-dawn,https://cards.scryfall.io/normal/front/8/6/86a3866e-68a8-402c-baf0-1908e98e3995.jpg?1789127693,201
"Rescue Girl, First Responder","Rescue Girl, First Responder",White,W,W,{2}{W},3,Uncommon,Legendary Creature — Human Cleric,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/202/rescue-girl-first-responder,https://cards.scryfall.io/normal/front/6/9/699874e3-1ccf-4a6c-8371-61040de82d08.jpg?1789645598,202
"Saheeli, Consul of Oversight","Saheeli, Consul of Oversight",White,W,W,{3}{W}{W},5,Uncommon,Legendary Creature — Human Advisor,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/203/saheeli-consul-of-oversight,https://cards.scryfall.io/normal/front/0/7/07572be0-6610-493c-a21e-14b78e9805c9.jpg?1789645608,203
"Teyo, Lightshield Expert","Teyo, Lightshield Expert",White,W,W,{1}{W},2,Uncommon,Legendary Creature — Human Cleric,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/204/teyo-lightshield-expert,https://cards.scryfall.io/normal/front/5/f/5f7521d7-9f1f-4f03-b2ea-dd2a1b1e4e5b.jpg?1789471515,204
"Thalia, the Survivor","Thalia, the Survivor",White,W,W,{3}{W},4,Uncommon,Legendary Creature — Human Soldier,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/205/thalia-the-survivor,https://cards.scryfall.io/normal/front/8/0/80226231-9e70-430e-aabc-f262f70b9226.jpg?1789127700,205
"Tomik, Orzhov Lawmage","Tomik, Orzhov Lawmage",White,W,W,{1}{W},2,Uncommon,Legendary Creature — Human Advisor,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/206/tomik-orzhov-lawmage,https://cards.scryfall.io/normal/front/7/c/7ca95235-6e54-4ff8-bc2e-6a3d483ff007.jpg?1789729766,206
Way of the Healer,Way of the Healer,White,W,W,{3}{W},4,Uncommon,Legendary Enchantment,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/207/way-of-the-healer,https://cards.scryfall.io/normal/front/5/0/50326a2a-7e10-464b-a97e-e880bda0558c.jpg?1789729503,207
Way of the Mentor,Way of the Mentor,White,W,W,{2}{W},3,Uncommon,Legendary Enchantment,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/208/way-of-the-mentor,https://cards.scryfall.io/normal/front/1/a/1a59d5b1-12d6-486b-bd29-ca371359addd.jpg?1789729554,208
"Yoshimaru, Beloved Companion","Yoshimaru, Beloved Companion",White,W,W,{2}{W},3,Uncommon,Legendary Creature — Dog,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/209/yoshimaru-beloved-companion,https://cards.scryfall.io/normal/front/3/8/384f3b7d-8d7f-41bf-bebd-64e8babe7fca.jpg?1789470881,209
"Yuriko, Blade of the Mighty","Yuriko, Blade of the Mighty",White,W,W,{3}{W},4,Uncommon,Legendary Creature — Human Samurai,Mono White,W,,1,|White||White/Blue||White/Black||White/Red||White/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/210/yuriko-blade-of-the-mighty,https://cards.scryfall.io/normal/front/c/c/ccbe92a5-42bc-4228-9d5a-212df2f5dc15.jpg?1789128047,210
"Arni, Humble Scribe","Arni, Humble Scribe",Blue,U,U,{2}{U},3,Uncommon,Legendary Creature — Human Wizard,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/211/arni-humble-scribe,https://cards.scryfall.io/normal/front/8/e/8e3a2239-9348-4639-9318-e9e35b2cf86b.jpg?1789568409,211
"Chandra, Chill of Compliance","Chandra, Chill of Compliance",Blue,U,U,{1}{U}{U},3,Mythic,Legendary Planeswalker — Chandra,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.5,,,,normal,https://scryfall.com/card/fra/212/chandra-chill-of-compliance,https://cards.scryfall.io/normal/front/2/4/240f58ab-944c-4f4c-9df9-5f40b132bf3e.jpg?1788329242,212
"Fblthp, Impossibly Lost","Fblthp, Impossibly Lost",Blue,U,U,{1}{U},2,Uncommon,Legendary Creature — Homunculus,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/213/fblthp-impossibly-lost,https://cards.scryfall.io/normal/front/a/3/a3a2edbb-d144-4670-acad-17316cea98d2.jpg?1789127697,213
Geist of Saint Thalia,Geist of Saint Thalia,Blue,U,U,{1}{U},2,Uncommon,Legendary Creature — Spirit Cleric,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/214/geist-of-saint-thalia,https://cards.scryfall.io/normal/front/9/c/9c334530-0880-46b5-a358-9603eee3cecf.jpg?1789128026,214
"Hapatra, the Desert Frost","Hapatra, the Desert Frost",Blue,U,U,{3}{U},4,Uncommon,Legendary Creature — Human Wizard,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/215/hapatra-the-desert-frost,https://cards.scryfall.io/normal/front/8/5/85faaa9d-4656-4365-871d-7cba53ed0996.jpg?1789387113,215
"Jace, Reality Sculptor","Jace, Reality Sculptor",Blue,U,U,{3}{U}{U},5,Rare,Legendary Planeswalker — Jace,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/216/jace-reality-sculptor,https://cards.scryfall.io/normal/front/7/4/74087795-0b38-4fd2-9841-147583baca41.jpg?1790075861,216
"Lyra, Tolarian Archangel","Lyra, Tolarian Archangel",Blue,U,U,{1}{U}{U},3,Rare,Legendary Creature — Angel Wizard,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.5,,,,normal,https://scryfall.com/card/fra/217/lyra-tolarian-archangel,https://cards.scryfall.io/normal/front/a/5/a5183681-447b-4023-91f7-00e9338f4417.jpg?1789128032,217
"Proft, Consulting Detective","Proft, Consulting Detective",Blue,U,U,{1}{U},2,Uncommon,Legendary Creature — Human Detective,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.5,,,,normal,https://scryfall.com/card/fra/218/proft-consulting-detective,https://cards.scryfall.io/normal/front/b/8/b8466593-40fe-4557-89b2-760c1c92087b.jpg?1789127178,218
